word,word_type,chunked_sentence,masked_chunked_sentence,example_sentence,masked_example_sentence,openai_sentence,masked_openai_sentence
unwound,6_science_sem1,,,No example sentence found.,No example sentence found.,The yarn unwound from the spool.,The yarn ******* from the spool.
distance,6_science_sem1,,,"The secretary's greatest achievement is perhaps the rekindling of NATO realization that East-West friction , wherever it take place around the globe , is in essence the general conflict between two entirely different societies , and must be treated as such without regard to geographical distance or lack of apparent connection .","The secretary's greatest achievement is perhaps the rekindling of nato realization that east-west friction , wherever it take place around the globe , is in essence the general conflict between two entirely different societies , and must be treated as such without regard to geographical ******** or lack of apparent connection .",The distance to school is short.,The ******** to school is short.
swelling,6_science_sem1,,,While working out in Sylvania a swelling developed in the knee and he came here to consult the team physician .,While working out in sylvania a ******** developed in the knee and he came here to consult the team physician .,The swelling went down.,The ******** went down.
balloon,6_science_sem1,,,"This catalogue lists separately films suitable for children , young adults , or adults , although some classics cut across age groups , such as `` Nanook Of The North '' , `` The Emperor's Nightingale '' , and `` The Red Balloon '' .","This catalogue lists separately films suitable for children , young adults , or adults , although some classics cut across age groups , such as `` nanook of the north '' , `` the emperor's nightingale '' , and `` the red ******* '' .",I got a balloon for my birthday.,I got a ******* for my birthday.
independent,6_science_sem1,,,-- Principals of the 13 schools in the Denton Independent School District have been re-elected for the 1961-62 session upon the recommendation of Supt. Chester O. Strickland .,-- principals of the 13 schools in the denton *********** school district have been re-elected for the 1961-62 session upon the recommendation of supt. chester o. strickland .,She is very independent.,She is very ***********.
dalton,6_science_sem1,,,"Gov. John M. Dalton , himself a lawyer and a man of long service in government , spoke with rich background and experience when he said in an address here that lawyers ought to quit sitting in the Missouri General Assembly , or quit accepting fees from individuals and corporations who have controversies with or axes to grind with the government and who are retained , not because of their legal talents , but because of their government influence .","Gov. john m. ****** , himself a lawyer and a man of long service in government , spoke with rich background and experience when he said in an address here that lawyers ought to quit sitting in the missouri general assembly , or quit accepting fees from individuals and corporations who have controversies with or axes to grind with the government and who are retained , not because of their legal talents , but because of their government influence .",Dalton's atomic theory is fundamental.,******'s atomic theory is fundamental.
friction,6_science_sem1,,,"The secretary's greatest achievement is perhaps the rekindling of NATO realization that East-West friction , wherever it take place around the globe , is in essence the general conflict between two entirely different societies , and must be treated as such without regard to geographical distance or lack of apparent connection .","The secretary's greatest achievement is perhaps the rekindling of nato realization that east-west ******** , wherever it take place around the globe , is in essence the general conflict between two entirely different societies , and must be treated as such without regard to geographical distance or lack of apparent connection .",Friction slows things down.,******** slows things down.
decide,6_science_sem1,,,"There are many who predict that should Barnett decide to call the Legislature back into special session , it will really throw his administration into a scramble .","There are many who predict that should barnett ****** to call the legislature back into special session , it will really throw his administration into a scramble .",You decide the game.,You ****** the game.
weigh,6_science_sem1,,,"Both are 6 feet tall and weigh between 195 and 200 pounds , but Mantle , incredibly muscular ( he has a 17-1/2-inch neck ) , looks bigger .","Both are 6 feet tall and ***** between 195 and 200 pounds , but mantle , incredibly muscular ( he has a 17-1/2-inch neck ) , looks bigger .",Weigh the flour first.,***** the flour first.
represent,6_science_sem1,,,It would seem to represent esprit de corps run riot .,It would seem to ********* esprit de corps run riot .,I represent my class in the council.,I ********* my class in the council.
